method,risk,auroc,accuracy,balanced_accuracy,brier,obs_risk,obs_auroc,obs_accuracy,obs_balanced_accuracy,obs_brier,auroc_lo,auroc_hi,auroc_width,worstcase_risk,minimax_regret,dataset,seed,gamma0,selection_rate,true_prevalence,abstention_rate,gamma,criterion,direction
DCL(G=3),0.2027666721924018,0.6443057883025192,0.9484057971014492,0.5,0.04942311970290262,0.17272390485636507,0.6409820185263668,0.9599614085865895,0.5,0.03962854607946154,0.5792835252436469,0.7103453103155,0.13106178507185307,0.2286846932288829,0.015950025771625232,lending_club,2,1.9999999999384956,0.6016029217814751,0.052450035507760985,0.0,3.0,risk,two-sided
DCL-reg(G=3),0.19734200082514206,0.6382877530837066,0.9484057971014492,0.5,0.04836816160775017,0.1653780099564705,0.6338197009142097,0.9599614085865895,0.5,0.03838483063672976,0.5806694419916252,0.7116581256196468,0.13098868362802163,0.22764742334202054,0.003705123333982035,lending_club,2,1.9999999999384956,0.6016029217814751,0.052450035507760985,0.0,3.0,regret,two-sided
DCL(G=5),0.21567157030854522,0.6472272396362737,0.9484057971014492,0.5,0.052181742979102476,0.1862715280137888,0.6446994006175455,0.9599614085865895,0.5,0.042280682711455776,0.577718216270144,0.7089114972519044,0.13119328098176042,0.23809203202086693,0.03430745613509246,lending_club,2,1.9999999999384956,0.6016029217814751,0.052450035507760985,0.0005797101449275362,5.0,risk,two-sided
DCL-reg(G=5),0.19846772704808488,0.6414298370923875,0.9484057971014492,0.5,0.04855408775333443,0.167657560328256,0.6379245625718956,0.9599614085865895,0.5,0.03870550279678169,0.580241608397573,0.7111893991155227,0.1309477907179497,0.22691530353016576,0.007946402448163418,lending_club,2,1.9999999999384956,0.6016029217814751,0.052450035507760985,0.0,5.0,regret,two-sided
Manski(G=inf),0.5491711247810259,0.6451393849070081,0.9484057971014492,0.5,0.1806243491310749,0.524374986889091,0.6522794696373434,0.9599614085865895,0.5,0.16887427473003713,0.5254555007387055,0.6595961552913348,0.13414065455262925,0.554275907086257,0.3954966400461666,lending_club,2,1.9999999999384956,0.6016029217814751,0.052450035507760985,,,,
ORACLE(uncensored),0.22602089322896146,0.5843864179555507,0.947536231884058,0.5021977418202797,0.05040068491591065,0.1831524092774745,0.5914330689592541,0.9599614085865895,0.5057728401041351,0.039452526791095906,0.5330441723559912,0.6701723260416063,0.13712815368561504,0.2645284009913434,0.041047509153915855,lending_club,2,1.9999999999384956,0.6016029217814751,0.052450035507760985,,,,
DCL-dir(G=1),0.1979378838603703,0.6347232905689404,0.9484057971014492,0.5,0.04839611978039304,0.16464943231076026,0.629351577162923,0.9599614085865895,0.5,0.038262094976143864,0.5807024662130232,0.7118399410784605,0.13113747486543725,0.2300918871298637,0.003239571343009182,lending_club,2,1.9999999999384956,0.6016029217814751,0.052450035507760985,0.0,1.0,risk,censored-higher
DCL-dir-reg(G=1),0.1979378838603703,0.6347232905689404,0.9484057971014492,0.5,0.04839611978039304,0.16464943231076026,0.629351577162923,0.9599614085865895,0.5,0.038262094976143864,0.5807024662130232,0.7118399410784605,0.13113747486543725,0.2300918871298637,0.003239571343009182,lending_club,2,1.9999999999384956,0.6016029217814751,0.052450035507760985,0.0,1.0,regret,censored-higher
DCL-dir(G=1.5),0.19739662467676056,0.6388183016950083,0.9484057971014492,0.5,0.048389988707800854,0.16547063159885012,0.6343040503723437,0.9599614085865895,0.5,0.03841864376987804,0.5805902640306093,0.7116311885106918,0.13104092448008253,0.2275333292063569,0.003930156908690088,lending_club,2,1.9999999999384956,0.6016029217814751,0.052450035507760985,0.0,1.5,risk,censored-higher
DCL-dir-reg(G=1.5),0.19743406357407958,0.6370257685228428,0.9484057971014492,0.5,0.04836424541170918,0.16488359960490154,0.6322334564388206,0.9599614085865895,0.5,0.038317839563085564,0.5807115646977905,0.7117897551061733,0.13107819040838276,0.22855561326714438,0.0023799974489693444,lending_club,2,1.9999999999384956,0.6016029217814751,0.052450035507760985,0.0,1.5,regret,censored-higher
DCL-dir(G=2),0.1983604494564072,0.6414538748935469,0.9484057971014492,0.5,0.04858568922165483,0.16732140118184669,0.6377792577344554,0.9599614085865895,0.5,0.03871517485970588,0.5801924109404393,0.7112166978868052,0.13102428694636592,0.22685231578685452,0.00751489659441016,lending_club,2,1.9999999999384956,0.6016029217814751,0.052450035507760985,0.0,2.0,risk,censored-higher
DCL-dir-reg(G=2),0.1973734382401712,0.6385418669816763,0.9484057971014492,0.5,0.048381911012437495,0.16539094901925908,0.63405582127505,0.9599614085865895,0.5,0.038402940664277366,0.5806156360344361,0.7116521064793855,0.13103647044494937,0.22761983755080628,0.003745059008178873,lending_club,2,1.9999999999384956,0.6016029217814751,0.052450035507760985,0.0,2.0,regret,censored-higher
DCL-dir(G=3),0.2027666721924018,0.6443057883025192,0.9484057971014492,0.5,0.04942311970290262,0.17272390485636507,0.6409820185263668,0.9599614085865895,0.5,0.03962854607946154,0.5792835252436469,0.7103453103155,0.13106178507185307,0.2286846932288829,0.015950025771625232,lending_club,2,1.9999999999384956,0.6016029217814751,0.052450035507760985,0.0,3.0,risk,censored-higher
DCL-dir-reg(G=3),0.19805650254401003,0.6409353451828246,0.9484057971014492,0.5,0.048519285451305544,0.16689530016965545,0.6370951141248411,0.9599614085865895,0.5,0.038635210480334255,0.5803022099622313,0.7113104135045148,0.1310082035422836,0.22687870089419893,0.006737338149281672,lending_club,2,1.9999999999384956,0.6016029217814751,0.052450035507760985,0.0,3.0,regret,censored-higher
DCL-dir(G=5),0.21567157030854522,0.6472272396362737,0.9484057971014492,0.5,0.052181742979102476,0.1862715280137888,0.6446994006175455,0.9599614085865895,0.5,0.042280682711455776,0.577718216270144,0.7089114972519044,0.13119328098176042,0.23809203202086693,0.03430745613509246,lending_club,2,1.9999999999384956,0.6016029217814751,0.052450035507760985,0.0005797101449275362,5.0,risk,censored-higher
DCL-dir-reg(G=5),0.20096637488010277,0.6434490123897695,0.9484057971014492,0.5,0.04902961667463379,0.17078446230814684,0.639783253617485,0.9599614085865895,0.5,0.039244642399836084,0.5795877896677205,0.7106188980868029,0.1310311084190824,0.22773908144243077,0.012965998644092869,lending_club,2,1.9999999999384956,0.6016029217814751,0.052450035507760985,0.0,5.0,regret,censored-higher
ERM-observed,0.2774180527451544,0.8281468570932157,0.9076190476190477,0.5768613821224411,0.07346738805454589,0.19345014779150047,0.8096998695084819,0.9432809773123909,0.5254216809240733,0.04661673715084335,0.6917311139892262,0.8468418876015172,0.1551107736122911,0.40413123121110195,0.11140732266423295,mimic_sim,0,2.500000000231466,0.5506666666666666,0.09033333333333333,,,,
IPW,0.28907202423248635,0.819896696857743,0.909047619047619,0.5799963198854103,0.07492426244935334,0.20353866382262412,0.7945604369049344,0.9445898778359512,0.5344231791600212,0.04775323174755761,0.6881498552584671,0.8445698713775813,0.15642001611911427,0.4153473668946688,0.12270823298894569,mimic_sim,0,2.500000000231466,0.5506666666666666,0.09033333333333333,,,,
AIPW,0.3023331331273796,0.7777840101073186,0.9088095238095238,0.570469406140319,0.07224887582911148,0.20818787027839103,0.7493757350216681,0.9463350785340314,0.5311850563046736,0.0461887981916648,0.6352007461816527,0.8236210867258481,0.18842034054419543,0.4033860474136755,0.11785851968099206,mimic_sim,0,2.500000000231466,0.5506666666666666,0.09033333333333333,,,,
Imputation,0.24957748428844145,0.823476942166794,0.9097619047619048,0.5110943826265757,0.07015314803542332,0.1718901340862724,0.8048608090474121,0.9493891797556719,0.503697259678121,0.043791416158725865,0.6792436333298475,0.8431893065754091,0.16394567324556164,0.34032236337413063,0.045898499455287095,mimic_sim,0,2.500000000231466,0.5506666666666666,0.09033333333333333,,,,
Heckman(rho=+0.31),0.23044726748816588,0.8674447350078083,0.91,0.5100508854506192,0.06807911926579094,0.1531323188843751,0.8621461827203453,0.9502617801047121,0.5,0.04131212728509175,0.6823396115914389,0.8397969861479652,0.1574573745565263,0.34966645635326044,0.05131568252404948,mimic_sim,0,2.500000000231466,0.5506666666666666,0.09033333333333333,,,,
DCL(G=1),0.23704951258614038,0.8471801634983253,0.9088095238095238,0.5023489802046773,0.06967317347165997,0.16096487431862477,0.8341549465951381,0.949825479930192,0.4997704315886134,0.04263249187774715,0.7085029271984835,0.8567218270576511,0.14821889985916759,0.31504253261947196,0.013196029764601972,mimic_sim,0,2.500000000231466,0.5506666666666666,0.09033333333333333,0.0,1.0,risk,two-sided
DCL-reg(G=1),0.23704951258614038,0.8471801634983253,0.9088095238095238,0.5023489802046773,0.06967317347165997,0.16096487431862477,0.8341549465951381,0.949825479930192,0.4997704315886134,0.04263249187774715,0.7085029271984835,0.8567218270576511,0.14821889985916759,0.31504253261947196,0.013196029764601972,mimic_sim,0,2.500000000231466,0.5506666666666666,0.09033333333333333,0.0,1.0,regret,two-sided
DCL(G=1.5),0.23443352421421948,0.8491980701971598,0.9088095238095238,0.5,0.06841340732895063,0.16241394861324016,0.8360780854799994,0.9502617801047121,0.5,0.04277510500077947,0.7085412152825138,0.8566517789240716,0.14811056364155784,0.30649798168676334,0.013184231357977012,mimic_sim,0,2.500000000231466,0.5506666666666666,0.09033333333333333,0.005,1.5,risk,two-sided
DCL-reg(G=1.5),0.23675001747217905,0.847363485191643,0.9088095238095238,0.5023489802046773,0.0695567357006293,0.1610461181878881,0.8343603499105892,0.949825479930192,0.4997704315886134,0.04262308035508445,0.7085257556911287,0.8567141869868898,0.1481884312957611,0.3139955710863188,0.012149068231448908,mimic_sim,0,2.500000000231466,0.5506666666666666,0.09033333333333333,0.0,1.5,regret,two-sided
DCL(G=2),0.23562215782145515,0.8503841889143731,0.9088095238095238,0.5,0.06834800359864565,0.16551767792504682,0.8371594735231098,0.9502617801047121,0.5,0.043379276856289166,0.7084634627862837,0.8565330527425697,0.14806958995628605,0.30292208795341163,0.021740723296402188,mimic_sim,0,2.500000000231466,0.5506666666666666,0.09033333333333333,0.008095238095238095,2.0,risk,two-sided
DCL-reg(G=2),0.23631861805853863,0.8477431252654916,0.9088095238095238,0.5023489802046773,0.06936238863384474,0.16129061953074725,0.8348033766694054,0.949825479930192,0.4997704315886134,0.04262092173518544,0.7085605240962874,0.8566964512867504,0.14813592719046298,0.31216892355932385,0.010322420704453812,mimic_sim,0,2.500000000231466,0.5506666666666666,0.09033333333333333,0.0,2.0,regret,two-sided
DCL(G=3),0.24265452253793435,0.8517146392632656,0.9088095238095238,0.5,0.0699359537692782,0.17360408864783325,0.8385570215713757,0.9502617801047121,0.5,0.04524232488835886,0.7081591514059266,0.8562040055086255,0.14804485410269896,0.30265041519870417,0.038351836573210146,mimic_sim,0,2.500000000231466,0.5506666666666666,0.09033333333333333,0.025952380952380952,3.0,risk,two-sided
DCL-reg(G=3),0.23596118129817462,0.8485537081258709,0.9088095238095238,0.5023489802046773,0.06905173443712727,0.16224549712097114,0.8356854026710486,0.949825479930192,0.4997704315886134,0.04269075448595409,0.7086007372600583,0.8566469206620333,0.14804618340197495,0.30879956696478783,0.010084710360051562,mimic_sim,0,2.500000000231466,0.5506666666666666,0.09033333333333333,0.0,3.0,regret,two-sided
DCL(G=5),0.2614535216939229,0.8526514267968432,0.9088095238095238,0.5,0.07542398918151781,0.19134999785255702,0.8406050134519033,0.9502617801047121,0.5,0.049973401877766964,0.70735732774996,0.8553074951716972,0.14795016742173728,0.31157784958312873,0.06694021580164732,mimic_sim,0,2.500000000231466,0.5506666666666666,0.09033333333333333,0.05333333333333334,5.0,risk,two-sided
DCL-reg(G=5),0.2371820882147531,0.8499039955236675,0.9088095238095238,0.5023489802046773,0.06890470453412338,0.16526856353966693,0.8369621252396372,0.949825479930192,0.4997704315886134,0.043075837401610174,0.7085698970541522,0.8565289956931352,0.14795909863898304,0.304952960302762,0.016556676206474143,mimic_sim,0,2.500000000231466,0.5506666666666666,0.09033333333333333,0.0,5.0,regret,two-sided
Manski(G=inf),0.5732424886777016,0.760856851066857,0.9088095238095238,0.5,0.19353606713557292,0.5313655580624693,0.7837546115058078,0.9502617801047121,0.5,0.17417880900461763,0.6388820004936214,0.7520291747748752,0.11314717428125376,0.5788204845725221,0.3920712066904365,mimic_sim,0,2.500000000231466,0.5506666666666666,0.09033333333333333,,,,
ORACLE(uncensored),0.24435927103985192,0.8354810928982681,0.9076190476190477,0.5897807732481662,0.06949740589116751,0.1673073388644732,0.8245332108968474,0.9472076788830716,0.5441133826301291,0.043796885169390516,0.6797045599867876,0.8380053828527716,0.15830082286598401,0.3578509840200432,0.07275081852912482,mimic_sim,0,2.500000000231466,0.5506666666666666,0.09033333333333333,,,,
DCL-dir(G=1),0.23704951258614038,0.8471801634983253,0.9088095238095238,0.5023489802046773,0.06967317347165997,0.16096487431862477,0.8341549465951381,0.949825479930192,0.4997704315886134,0.04263249187774715,0.7085029271984835,0.8567218270576511,0.14821889985916759,0.31504253261947196,0.013196029764601972,mimic_sim,0,2.500000000231466,0.5506666666666666,0.09033333333333333,0.0,1.0,risk,censored-higher
DCL-dir-reg(G=1),0.23704951258614038,0.8471801634983253,0.9088095238095238,0.5023489802046773,0.06967317347165997,0.16096487431862477,0.8341549465951381,0.949825479930192,0.4997704315886134,0.04263249187774715,0.7085029271984835,0.8567218270576511,0.14821889985916759,0.31504253261947196,0.013196029764601972,mimic_sim,0,2.500000000231466,0.5506666666666666,0.09033333333333333,0.0,1.0,regret,censored-higher
DCL-dir(G=1.5),0.23443844255457552,0.8491946500163143,0.9088095238095238,0.5023489802046773,0.06841582709717581,0.16241431699971476,0.8360760717220047,0.949825479930192,0.4997704315886134,0.042775289193973026,0.7085434230521043,0.8566531246913531,0.14810970163924886,0.30651048631342415,0.013171903047754991,mimic_sim,0,2.500000000231466,0.5506666666666666,0.09033333333333333,0.004047619047619047,1.5,risk,censored-higher
DCL-dir-reg(G=1.5),0.2351533065966932,0.8482602566093286,0.9095238095238095,0.5062654292908392,0.06887916985199607,0.16140980756737322,0.8352262658482754,0.949825479930192,0.4997704315886134,0.04264162261982504,0.7085484123266181,0.8566991751601116,0.1481507628334935,0.3101825518501261,0.009715882358820947,mimic_sim,0,2.500000000231466,0.5506666666666666,0.09033333333333333,0.0,1.5,regret,censored-higher
DCL-dir(G=2),0.2356270761618112,0.8503746124080056,0.9088095238095238,0.5023489802046773,0.06835042336687082,0.16551804631152145,0.8371554460071207,0.949825479930192,0.4997704315886134,0.043379461049482725,0.7084681559279163,0.8565362408418076,0.14806808491389123,0.3029345925800725,0.021728394986180167,mimic_sim,0,2.500000000231466,0.5506666666666666,0.09033333333333333,0.007142857142857143,2.0,risk,censored-higher
DCL-dir-reg(G=2),0.23453911110611583,0.8490551066378187,0.9102380952380953,0.5125308585816784,0.06847225223355491,0.1623196151904577,0.8359753838222738,0.9493891797556719,0.503697259678121,0.04276795185139834,0.7085525674690452,0.856659240797208,0.14810667332816285,0.3071305704163986,0.01242294844303197,mimic_sim,0,2.500000000231466,0.5506666666666666,0.09033333333333333,0.0,2.0,regret,censored-higher
DCL-dir(G=3),0.24265944087829044,0.8517084829377439,0.9088095238095238,0.5023489802046773,0.06993837353750337,0.17360445703430788,0.838544939023408,0.949825479930192,0.4997704315886134,0.04524250908155242,0.7081822518590593,0.8562236909936509,0.14804143913459167,0.30266291982536503,0.03833950826298812,mimic_sim,0,2.500000000231466,0.5506666666666666,0.09033333333333333,0.025,3.0,risk,censored-higher
DCL-dir-reg(G=3),0.23517172576753043,0.8500968937233525,0.9104761904761904,0.5208832822244309,0.06826602036071994,0.1647669075198033,0.8369339326277125,0.9493891797556719,0.507853656179015,0.04320005723283125,0.7085079790753972,0.8565669691680733,0.1480589900926761,0.3039619183744717,0.019048695642735296,mimic_sim,0,2.500000000231466,0.5506666666666666,0.09033333333333333,0.0,3.0,regret,censored-higher
DCL-dir(G=5),0.261458440034279,0.8526582671585341,0.9088095238095238,0.5023489802046773,0.07542640894974297,0.19135036623903165,0.8405707795659949,0.949825479930192,0.4997704315886134,0.04997358607096053,0.707416861154568,0.8553644282520282,0.14794756709746015,0.3115903542097896,0.06692788749142531,mimic_sim,0,2.500000000231466,0.5506666666666666,0.09033333333333333,0.05238095238095238,5.0,risk,censored-higher
DCL-dir-reg(G=5),0.23912666440110644,0.8513336311170789,0.9116666666666666,0.5368066181867432,0.06885071930775472,0.17031720814651422,0.8380938572326133,0.9485165794066318,0.5073945193562418,0.04432078828010813,0.7083566213915719,0.856391047066064,0.1480344256744921,0.3026491420435091,0.030346894126916324,mimic_sim,0,2.500000000231466,0.5506666666666666,0.09033333333333333,0.0,5.0,regret,censored-higher
ERM-observed,0.3062181710421526,0.8273446035849894,0.9085714285714286,0.5699743620255082,0.07592426601194374,0.1773583339901179,0.8257964433043299,0.9530779164873009,0.52636755988491,0.040732647608747126,0.6998695216160828,0.8533101628802514,0.15344064126416856,0.38280768539603577,0.11324029958691652,mimic_sim,1,2.5000000000039813,0.55325,0.09316666666666666,,,,
IPW,0.3141159620247226,0.8228701279735182,0.9078571428571428,0.5591634123386809,0.07639997240266116,0.18416918497744822,0.8169610358096162,0.9500645716745587,0.5110431760668354,0.04161584458269529,0.6931082820958492,0.8502791835624547,0.1571709014666055,0.39359861869053464,0.12303883707577663,mimic_sim,1,2.5000000000039813,0.55325,0.09316666666666666,,,,
AIPW,0.3210159901388569,0.7704035546997543,0.9078571428571428,0.5487459568806049,0.07367680392487644,0.19708848008557908,0.7341881304815059,0.9535083943176926,0.5220105210247166,0.04061763842885224,0.646666286169818,0.8323761975824244,0.1857099114126064,0.36696715617582043,0.1024105937892874,mimic_sim,1,2.5000000000039813,0.55325,0.09316666666666666,,,,
Imputation,0.2595349197201997,0.8197343440681084,0.9104761904761904,0.5328263432892332,0.07134827894779303,0.16156555918385027,0.812502166603113,0.9560912613000431,0.5187801157832703,0.03914346854449147,0.684890133017326,0.8485797615308418,0.16368962851351576,0.3124068850471376,0.043729321827456744,mimic_sim,1,2.5000000000039813,0.55325,0.09316666666666666,,,,
Heckman(rho=+0.33),0.2441009129570793,0.8645805162211574,0.9080952380952381,0.5025773195876289,0.07161670140728596,0.1428500824423873,0.8730500571983222,0.9552303056392596,0.5,0.038442032952929125,0.6856456155275328,0.8415250683104006,0.15587945278286786,0.32656266676185614,0.05442328012451302,mimic_sim,1,2.5000000000039813,0.55325,0.09316666666666666,,,,
DCL(G=1),0.24387642072329446,0.8444872945987171,0.9088095238095238,0.5214907346307375,0.07143889460829762,0.1494849931704604,0.8402043540056159,0.9539388721480844,0.4993240198287517,0.03907064276090767,0.7141110892153796,0.8616696455365465,0.14755855632116688,0.2873509859090689,0.011752756575213862,mimic_sim,1,2.5000000000039813,0.55325,0.09316666666666666,0.0,1.0,risk,two-sided
DCL-reg(G=1),0.24387642072329446,0.8444872945987171,0.9088095238095238,0.5214907346307375,0.07143889460829762,0.1494849931704604,0.8402043540056159,0.9539388721480844,0.4993240198287517,0.03907064276090767,0.7141110892153796,0.8616696455365465,0.14755855632116688,0.2873509859090689,0.011752756575213862,mimic_sim,1,2.5000000000039813,0.55325,0.09316666666666666,0.0,1.0,regret,two-sided
DCL(G=1.5),0.2388931401078558,0.8459226695946604,0.9083333333333333,0.5119684447377246,0.06994198677044243,0.14970725767163245,0.8416646445037612,0.9543693499784761,0.4995493465525011,0.038882654166158756,0.71429485093194,0.8615008554301306,0.14720600449819055,0.2798434359752744,0.011409734695845965,mimic_sim,1,2.5000000000039813,0.55325,0.09316666666666666,0.008095238095238095,1.5,risk,two-sided
DCL-reg(G=1.5),0.2432430997535997,0.844687422247704,0.9088095238095238,0.5214907346307375,0.07127953844095748,0.1494516860146748,0.8403603494297501,0.9539388721480844,0.4993240198287517,0.03903468255332337,0.7141571617858479,0.8616514052443945,0.14749424345854667,0.2864017790730832,0.010803549739228284,mimic_sim,1,2.5000000000039813,0.55325,0.09316666666666666,0.0,1.5,regret,two-sided
DCL(G=2),0.23768676406067438,0.8466603022468385,0.9073809523809524,0.5044988154606722,0.06936774260975828,0.1517180805983291,0.842474954068014,0.9552303056392596,0.5,0.03913683788879002,0.7142334446621676,0.861280131796721,0.14704668713455338,0.2767166379437918,0.01862281388808196,mimic_sim,1,2.5000000000039813,0.55325,0.09316666666666666,0.016428571428571428,2.0,risk,two-sided
DCL-reg(G=2),0.2421820723632118,0.8450038402873183,0.9088095238095238,0.5214907346307375,0.07099743433163455,0.1494788414140283,0.8407070059278262,0.9539388721480844,0.4993240198287517,0.03897881066707265,0.7142267202169095,0.86161555086949,0.14738883065258057,0.2847445677055949,0.009146338371739785,mimic_sim,1,2.5000000000039813,0.55325,0.09316666666666666,0.0,2.0,regret,two-sided
DCL(G=3),0.24035489080548522,0.8472262037407644,0.9073809523809524,0.5033413204097749,0.06964405479759156,0.1578116900524709,0.8431379346205844,0.9552303056392596,0.5,0.040212242600881735,0.7139082433868575,0.8608289500521928,0.1469207066653353,0.2764923598649936,0.03294907171803159,mimic_sim,1,2.5000000000039813,0.55325,0.09316666666666666,0.026904761904761904,3.0,risk,two-sided
DCL-reg(G=3),0.24044383810583367,0.8456319436180916,0.9088095238095238,0.5214907346307375,0.07046445682043831,0.14995345836699028,0.8413613200679446,0.9539388721480844,0.4993240198287517,0.03891488245931991,0.7143263972827139,0.8615231697611025,0.1471967724783887,0.2816894358893226,0.008928383457222635,mimic_sim,1,2.5000000000039813,0.55325,0.09316666666666666,0.0,3.0,regret,two-sided
DCL(G=5),0.2527695879236378,0.847599414761848,0.9073809523809524,0.4998688352570829,0.0726917226209187,0.17263027507590348,0.8437749159357993,0.9552303056392596,0.5,0.04353121305922329,0.7129175675235718,0.8597769176155131,0.1468593500919413,0.2848138915176761,0.058716132523204165,mimic_sim,1,2.5000000000039813,0.55325,0.09316666666666666,0.045,5.0,risk,two-sided
DCL-reg(G=5),0.2393196104305995,0.8464736967362966,0.9088095238095238,0.5214907346307375,0.06985120141904536,0.1521632561247455,0.8422062952820051,0.9539388721480844,0.4993240198287517,0.039025977116393225,0.7143581485855908,0.8613287434375303,0.14697059485193953,0.27825167067859424,0.014915793199997193,mimic_sim,1,2.5000000000039813,0.55325,0.09316666666666666,0.0,5.0,regret,two-sided
Manski(G=inf),0.5591029197763646,0.7511547906232083,0.9076190476190477,0.5,0.18717062192589023,0.5113707096741998,0.7820483932471315,0.9552303056392596,0.5,0.16524094781433585,0.6351880042450936,0.7502296881942545,0.11504168394916092,0.5640773625765352,0.39551872590262743,mimic_sim,1,2.5000000000039813,0.55325,0.09316666666666666,,,,
ORACLE(uncensored),0.25209634244461365,0.840231877630056,0.9019047619047619,0.5825066799363918,0.07327927442511738,0.1549121677329552,0.8440782403716157,0.9457597933706414,0.5225370055811696,0.04214985611484633,0.6827152497299207,0.8407892589151852,0.15807400918526449,0.32831297440739016,0.06955784534570025,mimic_sim,1,2.5000000000039813,0.55325,0.09316666666666666,,,,
DCL-dir(G=1),0.24387642072329446,0.8444872945987171,0.9088095238095238,0.5214907346307375,0.07143889460829762,0.1494849931704604,0.8402043540056159,0.9539388721480844,0.4993240198287517,0.03907064276090767,0.7141110892153796,0.8616696455365465,0.14755855632116688,0.2873509859090689,0.011752756575213862,mimic_sim,1,2.5000000000039813,0.55325,0.09316666666666666,0.0,1.0,risk,censored-higher
DCL-dir-reg(G=1),0.24387642072329446,0.8444872945987171,0.9088095238095238,0.5214907346307375,0.07143889460829762,0.1494849931704604,0.8402043540056159,0.9539388721480844,0.4993240198287517,0.03907064276090767,0.7141110892153796,0.8616696455365465,0.14755855632116688,0.2873509859090689,0.011752756575213862,mimic_sim,1,2.5000000000039813,0.55325,0.09316666666666666,0.0,1.0,regret,censored-higher
DCL-dir(G=1.5),0.2389200665311194,0.8459172607392824,0.9088095238095238,0.5214907346307375,0.06994018492028743,0.1498910555775099,0.8416603112975353,0.9539388721480844,0.4993240198287517,0.03897295413114512,0.7143025813499506,0.8615073778162899,0.14720479646633933,0.2800409240000778,0.011249148503953539,mimic_sim,1,2.5000000000039813,0.55325,0.09316666666666666,0.004761904761904762,1.5,risk,censored-higher
DCL-dir-reg(G=1.5),0.24089149836056076,0.8453270193961553,0.9097619047619048,0.5312753540095845,0.07057399348126686,0.14947462859763366,0.840979997920061,0.9547998278088679,0.5089394044441363,0.0389942762648846,0.7142442727365049,0.8615990092843189,0.14735473654781395,0.2833551717468961,0.00877751202889425,mimic_sim,1,2.5000000000039813,0.55325,0.09316666666666666,0.0,1.5,regret,censored-higher
DCL-dir(G=2),0.2377692853435999,0.8466785571337394,0.9088095238095238,0.5214907346307375,0.0693875663679665,0.1519536467604477,0.8424554546399972,0.9539388721480844,0.4993240198287517,0.03925294377030774,0.7142876752205928,0.8613242147022403,0.14703653948164752,0.27695592509147876,0.018335842803473786,mimic_sim,1,2.5000000000039813,0.55325,0.09316666666666666,0.01119047619047619,2.0,risk,censored-higher
DCL-dir-reg(G=2),0.2392447805735435,0.8458530305816683,0.9092857142857143,0.5333280146255449,0.07003447211326781,0.149939285847311,0.8416299788539536,0.9547998278088679,0.5089394044441363,0.039007775352180404,0.7143033691378627,0.861519740151774,0.14721637101391127,0.2808689376799019,0.010993623378065016,mimic_sim,1,2.5000000000039813,0.55325,0.09316666666666666,0.0,2.0,regret,censored-higher
DCL-dir(G=3),0.24051604837274382,0.8473147737475794,0.9088095238095238,0.5214907346307375,0.06969895255496654,0.15804725621458945,0.8431054355738898,0.9539388721480844,0.4993240198287517,0.040328348482399454,0.714059762490157,0.8609571370644553,0.1468973745742983,0.27673486405780706,0.03251422619214582,mimic_sim,1,2.5000000000039813,0.55325,0.09316666666666666,0.02119047619047619,3.0,risk,censored-higher
DCL-dir-reg(G=3),0.23805799780288703,0.8465135870447096,0.91,0.5464539544141669,0.0694909721643394,0.15159269960133667,0.8423319582625576,0.9547998278088679,0.5089394044441363,0.03919172109988025,0.7143187027521056,0.8613742451314185,0.14705554237931284,0.27831198311387395,0.016859857507077632,mimic_sim,1,2.5000000000039813,0.55325,0.09316666666666666,0.0,3.0,regret,censored-higher
DCL-dir(G=5),0.25301052689704245,0.8478117123354356,0.9088095238095238,0.5214907346307375,0.07278500099023537,0.1728658412380221,0.8437294172704267,0.9539388721480844,0.4993240198287517,0.043647318940741,0.7134117255617691,0.8602009049598883,0.1467891793981192,0.285037286055249,0.05819248744294749,mimic_sim,1,2.5000000000039813,0.55325,0.09316666666666666,0.03785714285714286,5.0,risk,censored-higher
DCL-dir-reg(G=5),0.2392608967580376,0.8471389859477936,0.9102380952380953,0.5570025746151599,0.06938776580276121,0.15595071812748335,0.8427999445349602,0.9535083943176926,0.5128457898568308,0.03985183494287436,0.7142173619786008,0.8611326385828207,0.14691527660422,0.2775538304897341,0.027044075113266695,mimic_sim,1,2.5000000000039813,0.55325,0.09316666666666666,0.0,5.0,regret,censored-higher
ERM-observed,0.3337207607000068,0.7921292645629382,0.9104761904761904,0.5559505396029218,0.07810435329521927,0.22406993515856655,0.7617354196301565,0.9511879049676026,0.5209345007439381,0.046656798853896835,0.6994856420040254,0.8507901284842236,0.15130448648019823,0.37636434517754186,0.11304205422057326,mimic_sim,2,2.5000000000615885,0.554,0.09266666666666666,,,,
IPW,0.3460123217856245,0.7852974645846587,0.9073809523809524,0.5507825068685627,0.07951058217668747,0.2321362520935671,0.7484835107339645,0.9481641468682506,0.5065135462140906,0.047083944713795234,0.6933072385820608,0.8481318402239285,0.15482460164186773,0.3869915775732993,0.12416534063292851,mimic_sim,2,2.5000000000615885,0.554,0.09266666666666666,,,,
AIPW,0.3327563911634399,0.7438452753799548,0.9066666666666666,0.5411557263205752,0.07638000117020091,0.23471705603691997,0.6735051748663364,0.9503239740820735,0.5119254917349291,0.04683714696142727,0.6395327001535966,0.8257069918985958,0.1861742917449991,0.3588051580613412,0.10363296599237469,mimic_sim,2,2.5000000000615885,0.554,0.09266666666666666,,,,
